GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JQ5E001,JQ5E002,JQ5E003,JQ5E004,JQ5E005,JQ5E006,JQ5E007,JQ5E008,JQ5E009,JQ5E010,JQ5E011,JQ5E012,JQ5E013,JQ5E014,JQ5E015,JQ5E016,JQ5E017,JQ5E018,JQ5E019,JQ5E020,JQ5E021,JQ5E022,JQ5E023,JQ5E024,JQ5E025,JQ5E026,JQ5E027,JQ5E028,JQ5E029,JQ5E030,JQ5E031,JQ5E032,JQ5E033,JQ5E034,JQ5E035,JQ5E036,JQ5E037,JQ5E038,JQ5E039,JQ5E040,JQ5E041,JQ5E042,JQ5E043,JQ5E044,JQ5E045,JQ5E046,JQ5E047,JQ5E048,JQ5E049,JQ5E050,JQ5E051,JQ5E052,JQ5E053,JQ5E054,JQ5E055,JQ5E056,JQ5E057,JQ5E058,JQ5E059,JQ5E060,JQ5E061,JQ5E062,JQ5E063,JQ5E064,JQ5E065,JQ5E066,JQ5E067,JQ5E068,JQ5E069,JQ5E070,JQ5E071,JQ5E072,JQ5E073,NAME_M,JQ5M001,JQ5M002,JQ5M003,JQ5M004,JQ5M005,JQ5M006,JQ5M007,JQ5M008,JQ5M009,JQ5M010,JQ5M011,JQ5M012,JQ5M013,JQ5M014,JQ5M015,JQ5M016,JQ5M017,JQ5M018,JQ5M019,JQ5M020,JQ5M021,JQ5M022,JQ5M023,JQ5M024,JQ5M025,JQ5M026,JQ5M027,JQ5M028,JQ5M029,JQ5M030,JQ5M031,JQ5M032,JQ5M033,JQ5M034,JQ5M035,JQ5M036,JQ5M037,JQ5M038,JQ5M039,JQ5M040,JQ5M041,JQ5M042,JQ5M043,JQ5M044,JQ5M045,JQ5M046,JQ5M047,JQ5M048,JQ5M049,JQ5M050,JQ5M051,JQ5M052,JQ5M053,JQ5M054,JQ5M055,JQ5M056,JQ5M057,JQ5M058,JQ5M059,JQ5M060,JQ5M061,JQ5M062,JQ5M063,JQ5M064,JQ5M065,JQ5M066,JQ5M067,JQ5M068,JQ5M069,JQ5M070,JQ5M071,JQ5M072,JQ5M073
"G20000500818003","2006-2010",,,"Kansas","20","Atchison County","005",,,"081800","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 818, Atchison County, Kansas",441,158,11,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,9,0,0,0,0,0,9,0,51,16,35,40,0,0,40,47,31,9,7,283,78,25,25,0,0,0,0,0,16,12,0,4,0,37,20,17,64,24,0,0,0,0,29,11,102,39,63,12,0,0,12,27,19,0,8,"Block Group 3, Census Tract 818, Atchison County, Kansas",185,84,17,109,109,109,109,109,109,109,17,109,109,17,109,109,109,109,14,109,109,109,109,109,14,109,63,33,55,37,109,109,37,35,28,15,11,135,71,29,29,109,109,109,109,109,23,21,109,7,109,34,24,27,49,31,109,109,109,109,36,19,72,38,63,21,109,109,21,28,25,109,13
"G20000500819001","2006-2010",,,"Kansas","20","Atchison County","005",,,"081900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 819, Atchison County, Kansas",310,221,46,0,0,0,19,0,19,0,27,27,0,0,0,0,0,0,12,0,12,12,0,0,0,0,12,0,12,35,0,19,16,116,23,59,34,89,41,16,0,16,0,0,0,0,8,0,0,8,0,17,0,17,42,0,0,0,0,26,0,16,6,0,6,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 819, Atchison County, Kansas",112,92,61,109,109,109,30,109,30,109,33,33,109,109,109,109,109,109,20,109,20,20,109,109,109,109,20,109,20,37,109,24,27,57,33,57,42,55,39,28,109,28,109,109,109,109,14,109,109,14,109,25,109,25,48,109,109,109,109,39,109,29,12,109,12,109,109,109,109,109,109,109,109
"G20000500819002","2006-2010",,,"Kansas","20","Atchison County","005",,,"081900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 819, Atchison County, Kansas",358,146,44,29,0,29,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,11,11,52,0,40,12,28,0,0,28,212,45,11,11,0,0,0,0,0,15,0,0,15,0,19,0,19,14,0,0,0,0,14,0,0,84,15,69,0,0,0,0,69,0,9,60,"Block Group 2, Census Tract 819, Atchison County, Kansas",170,79,45,35,109,35,109,109,109,109,25,109,109,25,109,109,109,109,109,109,109,109,109,109,109,109,26,18,18,55,109,53,19,31,109,109,31,106,46,18,18,109,109,109,109,109,24,109,109,24,109,33,109,33,20,109,109,109,109,20,109,109,45,22,43,109,109,109,109,83,109,13,80
"G20000500819003","2006-2010",,,"Kansas","20","Atchison County","005",,,"081900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 819, Atchison County, Kansas",243,152,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,65,0,0,0,0,14,51,0,10,10,0,52,0,44,8,15,0,15,0,91,36,0,0,0,0,0,0,0,25,25,0,0,0,11,0,11,20,20,0,0,0,0,0,0,35,12,23,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 819, Atchison County, Kansas",106,81,17,109,109,109,109,109,109,109,17,17,109,109,109,109,109,109,60,109,109,109,109,24,55,109,18,18,109,49,109,46,19,27,109,27,109,49,28,109,109,109,109,109,109,109,29,29,109,109,109,19,109,19,27,27,109,109,109,109,109,109,35,19,29,109,109,109,109,109,109,109,109
"G20000500819004","2006-2010",,,"Kansas","20","Atchison County","005",,,"081900","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 819, Atchison County, Kansas",501,195,67,35,22,13,0,0,0,0,32,0,0,22,10,0,0,0,65,0,8,8,0,57,0,0,18,0,18,17,0,17,0,28,28,0,0,306,78,39,25,14,0,0,0,0,23,0,0,0,23,16,0,16,202,96,0,0,0,39,28,39,13,0,13,0,0,0,0,13,13,0,0,"Block Group 4, Census Tract 819, Atchison County, Kansas",279,89,48,33,24,22,109,109,109,109,36,109,109,33,16,109,109,109,68,109,14,14,109,67,109,109,21,109,21,27,109,27,109,30,30,109,109,206,55,41,37,22,109,109,109,109,35,109,109,109,35,25,109,25,195,132,109,109,109,61,42,50,21,109,21,109,109,109,109,19,19,109,109
"G20000709681001","2006-2010",,,"Kansas","20","Barber County","007",,,"968100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9681, Barber County, Kansas",274,189,106,88,88,0,13,13,0,0,5,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,5,0,22,3,17,2,54,3,21,30,85,39,11,11,0,0,0,0,0,19,14,0,5,0,9,9,0,24,22,0,0,0,0,2,0,20,0,20,0,0,0,0,2,0,2,0,"Block Group 1, Census Tract 9681, Barber County, Kansas",85,59,43,40,40,109,20,20,109,109,7,7,109,109,109,109,109,109,4,109,109,109,109,109,4,109,8,8,109,17,4,15,3,39,4,21,31,36,28,12,12,109,109,109,109,109,21,20,109,7,109,12,12,109,19,19,109,109,109,109,4,109,18,109,18,109,109,109,109,3,109,3,109
"G20000709681002","2006-2010",,,"Kansas","20","Barber County","007",,,"968100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9681, Barber County, Kansas",469,264,62,31,24,7,6,0,6,0,25,12,0,13,0,0,0,0,26,0,4,0,4,0,22,0,15,10,5,87,11,57,19,74,12,21,41,205,56,5,5,0,0,0,0,0,43,4,0,39,0,8,8,0,49,0,0,0,0,30,0,19,100,51,49,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9681, Barber County, Kansas",94,68,31,21,19,10,10,109,10,109,23,13,109,19,109,109,109,109,24,109,7,109,7,109,23,109,13,11,8,44,12,37,23,40,14,17,33,55,28,8,8,109,109,109,109,109,24,6,109,23,109,12,12,109,33,109,109,109,109,27,109,18,45,39,26,109,109,109,109,109,109,109,109
"G20000709681003","2006-2010",,,"Kansas","20","Barber County","007",,,"968100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9681, Barber County, Kansas",370,218,55,15,15,0,6,0,0,6,30,0,0,10,20,4,4,0,45,0,4,0,4,0,41,0,16,5,11,42,6,12,24,60,45,4,11,152,61,18,14,4,0,0,0,0,17,0,0,17,0,26,12,14,35,0,0,0,0,35,0,0,51,16,35,0,0,0,0,5,0,0,5,"Block Group 3, Census Tract 9681, Barber County, Kansas",88,61,37,15,15,109,10,109,109,10,31,109,109,11,29,7,7,109,39,109,7,109,7,109,38,109,19,8,17,33,10,18,28,36,35,7,13,52,29,15,15,6,109,109,109,109,13,109,109,13,109,20,14,16,29,109,109,109,109,29,109,109,35,17,29,109,109,109,109,8,109,109,8
"G20000709681004","2006-2010",,,"Kansas","20","Barber County","007",,,"968100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9681, Barber County, Kansas",426,232,100,75,65,10,7,0,0,7,18,0,8,0,10,0,0,0,5,0,0,0,0,0,5,0,25,23,2,50,4,5,41,52,17,21,14,194,67,14,11,3,0,0,0,0,20,0,0,20,0,33,30,3,39,2,0,0,0,23,0,14,81,27,54,0,0,0,0,7,0,5,2,"Block Group 4, Census Tract 9681, Barber County, Kansas",89,53,45,40,40,15,10,109,109,10,19,109,12,109,14,109,109,109,9,109,109,109,109,109,9,109,24,24,4,32,8,6,30,29,16,19,17,57,33,14,14,4,109,109,109,109,16,109,109,16,109,25,25,5,26,5,109,109,109,19,109,17,46,33,32,109,109,109,109,8,109,8,3
"G20000709682001","2006-2010",,,"Kansas","20","Barber County","007",,,"968200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9682, Barber County, Kansas",501,270,115,102,99,3,0,0,0,0,13,0,0,3,10,0,0,0,35,0,0,0,0,16,16,3,22,16,6,59,24,17,18,39,18,15,6,231,72,39,22,17,0,0,0,0,29,3,0,26,0,4,4,0,56,11,4,4,0,15,19,7,77,31,46,15,9,6,0,11,5,0,6,"Block Group 1, Census Tract 9682, Barber County, Kansas",79,48,32,30,30,4,109,109,109,109,11,109,109,6,10,109,109,109,20,109,109,109,109,13,13,5,12,10,6,28,19,11,16,17,13,9,8,43,25,18,14,11,109,109,109,109,19,6,109,16,109,4,4,109,20,10,5,5,109,13,12,6,26,15,19,15,12,9,109,8,6,109,7
"G20000709682002","2006-2010",,,"Kansas","20","Barber County","007",,,"968200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9682, Barber County, Kansas",504,302,116,86,86,0,12,0,4,8,4,4,0,0,0,14,14,0,14,6,0,0,0,0,8,0,25,12,13,91,15,58,18,56,24,23,9,202,81,30,24,6,0,0,0,0,21,3,0,13,5,30,13,17,35,11,0,0,0,14,7,3,79,11,68,0,0,0,0,7,2,1,4,"Block Group 2, Census Tract 9682, Barber County, Kansas",86,59,41,41,41,109,10,109,5,8,6,6,109,109,109,13,13,109,8,6,109,109,109,109,6,109,19,11,14,38,11,34,11,27,20,16,9,45,31,23,21,7,109,109,109,109,16,5,109,14,6,19,11,14,15,11,109,109,109,10,7,5,33,8,32,109,109,109,109,9,3,4,6
"G20000909711001","2006-2010",,,"Kansas","20","Barton County","009",,,"971100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9711, Barton County, Kansas",232,140,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,3,18,7,11,36,13,18,5,33,0,31,2,92,32,18,8,10,0,0,0,0,9,6,0,3,0,5,2,3,24,16,0,0,0,0,8,0,36,12,24,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9711, Barton County, Kansas",71,50,24,24,24,109,109,109,109,109,109,109,109,109,109,109,109,109,9,109,109,109,109,7,109,5,19,8,17,18,14,17,7,34,109,34,5,33,19,14,9,11,109,109,109,109,11,9,109,6,109,6,5,5,17,15,109,109,109,109,9,109,20,11,18,109,109,109,109,109,109,109,109
"G20000909711002","2006-2010",,,"Kansas","20","Barton County","009",,,"971100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9711, Barton County, Kansas",634,333,157,92,89,3,8,3,5,0,57,0,0,57,0,0,0,0,24,0,4,0,4,9,8,3,26,13,13,70,17,20,33,56,15,15,26,301,152,20,14,6,0,0,0,0,81,6,0,75,0,51,39,12,57,0,0,0,0,8,33,16,77,40,37,0,0,0,0,15,5,3,7,"Block Group 2, Census Tract 9711, Barton County, Kansas",160,76,61,46,46,4,8,5,6,109,46,109,109,46,109,109,109,109,18,109,6,109,6,14,10,5,21,12,16,32,16,14,22,22,13,9,17,95,54,13,10,9,109,109,109,109,46,7,109,46,109,32,28,15,48,109,109,109,109,8,46,13,41,39,20,109,109,109,109,14,7,5,11
"G20000909711003","2006-2010",,,"Kansas","20","Barton County","009",,,"971100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9711, Barton County, Kansas",265,166,51,33,33,0,0,0,0,0,13,6,0,0,7,5,5,0,21,0,18,0,18,0,3,0,21,15,6,25,4,6,15,48,40,8,0,99,19,0,0,0,0,0,0,0,8,8,0,0,0,11,11,0,27,7,0,0,0,6,6,8,48,7,41,0,0,0,0,5,0,5,0,"Block Group 3, Census Tract 9711, Barton County, Kansas",63,43,26,23,23,109,109,109,109,109,14,9,109,109,11,10,10,109,17,109,16,109,16,109,5,109,15,12,8,19,6,11,14,26,23,13,109,34,14,109,109,109,109,109,109,109,12,12,109,109,109,13,13,109,19,10,109,109,109,9,8,12,27,11,25,109,109,109,109,7,109,7,109
"G20000909711004","2006-2010",,,"Kansas","20","Barton County","009",,,"971100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9711, Barton County, Kansas",404,238,93,49,49,0,17,17,0,0,19,13,0,6,0,8,8,0,26,0,0,0,0,7,15,4,26,19,7,43,0,33,10,50,11,39,0,166,80,15,0,15,0,0,0,0,27,6,0,21,0,38,33,5,36,9,0,0,0,19,0,8,50,23,27,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9711, Barton County, Kansas",95,63,45,36,36,109,23,23,109,109,16,14,109,9,109,11,11,109,28,109,109,109,109,11,24,7,17,14,10,34,109,32,11,40,12,39,109,61,38,17,109,17,109,109,109,109,19,8,109,17,109,30,30,8,29,11,109,109,109,23,109,11,30,16,25,109,109,109,109,109,109,109,109
"G20000909711005","2006-2010",,,"Kansas","20","Barton County","009",,,"971100","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9711, Barton County, Kansas",504,285,38,21,21,0,0,0,0,0,17,0,0,11,6,0,0,0,36,5,10,0,10,6,15,0,41,27,14,79,19,28,32,91,8,61,22,219,97,18,18,0,16,4,0,12,31,20,11,0,0,32,21,11,33,8,0,0,0,6,6,13,81,17,64,0,0,0,0,8,0,0,8,"Block Group 5, Census Tract 9711, Barton County, Kansas",111,82,24,17,17,109,109,109,109,109,17,109,109,14,9,109,109,109,24,9,14,109,14,11,17,109,21,15,15,38,23,18,24,69,12,66,20,55,36,18,18,109,18,7,109,17,27,20,18,109,109,22,19,12,21,12,109,109,109,10,9,16,32,15,32,109,109,109,109,12,109,109,12
"G20000909712001","2006-2010",,,"Kansas","20","Barton County","009",,,"971200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9712, Barton County, Kansas",245,168,74,63,59,4,0,0,0,0,11,4,0,7,0,0,0,0,29,0,18,18,0,9,2,0,8,5,3,23,3,9,11,34,28,2,4,77,35,17,17,0,0,0,0,0,8,0,0,8,0,10,10,0,22,4,0,0,0,6,12,0,15,5,10,0,0,0,0,5,5,0,0,"Block Group 1, Census Tract 9712, Barton County, Kansas",71,50,32,30,30,7,109,109,109,109,12,6,109,11,109,109,109,109,27,109,24,24,109,12,4,109,9,7,5,16,4,9,12,21,22,3,5,30,22,17,17,109,109,109,109,109,11,109,109,11,109,13,13,109,17,4,109,109,109,9,13,109,14,7,12,109,109,109,109,6,6,109,109
"G20000909712002","2006-2010",,,"Kansas","20","Barton County","009",,,"971200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9712, Barton County, Kansas",705,368,165,99,84,15,43,11,14,18,18,6,11,1,0,5,0,5,3,0,0,0,0,0,0,3,25,16,9,127,2,107,18,48,32,16,0,337,86,20,15,5,0,0,0,0,48,19,0,29,0,18,16,2,56,25,4,2,2,17,4,6,147,71,76,2,0,2,0,46,20,0,26,"Block Group 2, Census Tract 9712, Barton County, Kansas",107,70,48,50,42,17,34,16,17,20,17,6,16,2,109,6,109,6,5,109,109,109,109,109,109,5,18,16,10,61,3,59,18,31,28,15,109,64,36,18,17,5,109,109,109,109,29,23,109,19,109,18,18,4,36,20,7,5,4,16,5,7,43,32,37,6,109,6,109,39,14,109,36
"G20000909713001","2006-2010",,,"Kansas","20","Barton County","009",,,"971300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9713, Barton County, Kansas",367,212,14,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,33,0,0,33,146,127,19,0,155,84,21,0,21,0,0,0,0,33,8,0,25,0,30,24,6,9,9,0,0,0,0,0,0,54,13,41,8,0,8,0,0,0,0,0,"Block Group 1, Census Tract 9713, Barton County, Kansas",132,121,17,17,9,14,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,22,22,109,40,109,109,40,102,98,22,109,55,39,25,109,25,109,109,109,109,27,12,109,24,109,21,20,9,14,14,109,109,109,109,109,109,36,21,30,14,109,14,109,109,109,109,109
"G20000909713002","2006-2010",,,"Kansas","20","Barton County","009",,,"971300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9713, Barton County, Kansas",448,226,21,7,7,0,0,0,0,0,14,0,0,14,0,0,0,0,77,0,0,0,0,34,43,0,24,12,12,32,0,32,0,72,36,0,36,222,44,31,31,0,6,0,6,0,0,0,0,0,0,7,7,0,79,24,8,8,0,38,9,0,91,14,77,0,0,0,0,8,8,0,0,"Block Group 2, Census Tract 9713, Barton County, Kansas",198,92,17,12,12,109,109,109,109,109,13,109,109,13,109,109,109,109,73,109,109,109,109,51,56,109,26,20,19,35,109,35,109,41,27,109,42,118,49,50,50,109,12,109,12,109,109,109,109,109,109,13,13,109,51,28,13,13,109,38,17,109,97,16,95,109,109,109,109,14,14,109,109
"G20000909713003","2006-2010",,,"Kansas","20","Barton County","009",,,"971300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9713, Barton County, Kansas",609,399,108,72,65,7,0,0,0,0,0,0,0,0,0,36,36,0,27,0,0,0,0,0,27,0,50,50,0,126,8,111,7,88,58,30,0,210,114,20,9,11,0,0,0,0,94,0,0,83,11,0,0,0,61,20,0,0,0,15,9,17,25,0,25,0,0,0,0,10,10,0,0,"Block Group 3, Census Tract 9713, Barton County, Kansas",125,83,52,47,47,13,109,109,109,109,109,109,109,109,109,28,28,109,25,109,109,109,109,109,25,109,50,50,109,87,14,91,14,57,49,28,109,78,62,24,14,18,109,109,109,109,57,109,109,54,18,109,109,109,41,23,109,109,109,24,14,18,25,109,25,109,109,109,109,17,17,109,109
"G20000909713004","2006-2010",,,"Kansas","20","Barton County","009",,,"971300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9713, Barton County, Kansas",239,129,11,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,17,0,6,0,6,11,0,0,59,0,59,30,0,30,0,12,12,0,0,110,36,16,16,0,0,0,0,0,20,0,0,20,0,0,0,0,33,0,0,0,0,0,0,33,33,22,11,0,0,0,0,8,8,0,0,"Block Group 4, Census Tract 9713, Barton County, Kansas",105,66,18,109,109,109,109,109,109,109,18,109,109,18,109,109,109,109,22,109,11,109,11,19,109,109,55,109,55,40,109,40,109,19,19,109,109,59,32,26,26,109,109,109,109,109,22,109,109,22,109,109,109,109,44,109,109,109,109,109,109,44,23,17,16,109,109,109,109,12,12,109,109
"G20000909714001","2006-2010",,,"Kansas","20","Barton County","009",,,"971400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9714, Barton County, Kansas",464,281,97,84,84,0,3,3,0,0,10,0,0,10,0,0,0,0,66,11,19,9,10,24,0,12,98,71,27,0,0,0,0,20,13,0,7,183,37,16,0,16,0,0,0,0,0,0,0,0,0,21,0,21,48,10,0,0,0,30,0,8,87,34,53,0,0,0,0,11,0,0,11,"Block Group 1, Census Tract 9714, Barton County, Kansas",131,93,73,70,70,109,6,6,109,109,15,109,109,15,109,109,109,109,57,18,22,15,16,36,109,19,50,44,31,109,109,109,109,22,18,109,12,62,30,20,109,20,109,109,109,109,109,109,109,109,109,23,109,23,34,15,109,109,109,27,109,15,51,34,49,109,109,109,109,17,109,109,17
"G20000909714002","2006-2010",,,"Kansas","20","Barton County","009",,,"971400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9714, Barton County, Kansas",366,224,62,29,29,0,15,0,15,0,18,18,0,0,0,0,0,0,55,0,0,0,0,0,55,0,57,28,29,23,0,15,8,27,9,9,9,142,51,0,0,0,0,0,0,0,41,19,0,22,0,10,10,0,38,7,0,0,0,31,0,0,53,0,53,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9714, Barton County, Kansas",127,90,49,50,50,109,23,109,23,109,25,25,109,109,109,109,109,109,70,109,109,109,109,109,70,109,37,26,34,20,109,16,12,21,15,14,15,75,38,109,109,109,109,109,109,109,36,27,109,25,109,17,17,109,55,8,109,109,109,53,109,109,39,109,39,109,109,109,109,109,109,109,109
"G20000909714003","2006-2010",,,"Kansas","20","Barton County","009",,,"971400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9714, Barton County, Kansas",327,171,31,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,9,0,9,0,9,0,0,0,47,38,9,47,0,47,0,37,30,0,7,156,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,54,8,27,30,0,30,0,0,0,0,12,0,12,0,"Block Group 3, Census Tract 9714, Barton County, Kansas",123,86,44,109,109,109,44,109,44,109,109,109,109,109,109,109,109,109,16,109,16,109,16,109,109,109,52,50,16,54,109,54,109,43,42,109,12,89,33,33,33,109,109,109,109,109,109,109,109,109,109,109,109,109,60,109,109,109,109,52,14,37,38,109,38,109,109,109,109,21,109,21,109
"G20000909715001","2006-2010",,,"Kansas","20","Barton County","009",,,"971500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9715, Barton County, Kansas",607,353,141,113,72,41,10,0,10,0,7,0,0,0,7,11,11,0,29,0,11,0,11,9,0,9,105,92,13,49,13,19,17,29,19,0,10,254,96,24,13,11,0,0,0,0,41,0,11,30,0,31,20,11,21,0,0,0,0,9,0,12,127,7,120,0,0,0,0,10,10,0,0,"Block Group 1, Census Tract 9715, Barton County, Kansas",143,92,53,49,39,30,16,109,16,109,12,109,109,109,12,18,18,109,30,109,19,109,19,17,109,17,63,51,22,38,23,22,23,36,33,109,16,73,58,29,23,18,109,109,109,109,32,109,16,25,109,32,23,21,24,109,109,109,109,15,109,19,54,11,54,109,109,109,109,16,16,109,109
"G20000909715002","2006-2010",,,"Kansas","20","Barton County","009",,,"971500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9715, Barton County, Kansas",521,306,102,76,68,8,0,0,0,0,26,8,0,18,0,0,0,0,11,0,0,0,0,11,0,0,48,17,31,76,0,31,45,69,45,24,0,215,51,0,0,0,0,0,0,0,22,0,0,22,0,29,20,9,67,20,0,0,0,23,0,24,81,13,68,9,0,0,9,7,0,0,7,"Block Group 2, Census Tract 9715, Barton County, Kansas",128,90,65,59,57,17,109,109,109,109,23,15,109,19,109,109,109,109,18,109,109,109,109,18,109,109,38,20,33,56,109,28,46,42,36,27,109,64,37,109,109,109,109,109,109,109,17,109,109,17,109,27,23,13,37,23,109,109,109,25,109,24,44,19,39,14,109,109,14,13,109,109,13
"G20000909715003","2006-2010",,,"Kansas","20","Barton County","009",,,"971500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9715, Barton County, Kansas",965,472,60,21,21,0,0,0,0,0,29,11,0,18,0,10,0,10,79,0,7,7,0,21,10,41,118,80,38,122,0,110,12,93,32,61,0,493,190,55,0,55,0,0,0,0,85,56,9,20,0,50,40,10,59,30,0,0,0,21,0,8,184,20,164,0,0,0,0,60,18,42,0,"Block Group 3, Census Tract 9715, Barton County, Kansas",210,123,43,29,29,109,109,109,109,109,30,21,109,20,109,16,109,16,67,109,13,13,109,24,16,56,71,60,33,95,109,90,20,47,31,38,109,123,95,61,109,61,109,109,109,109,65,67,14,24,109,33,32,15,46,37,109,109,109,24,109,13,117,24,115,109,109,109,109,62,28,51,109
"G20000909716001","2006-2010",,,"Kansas","20","Barton County","009",,,"971600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9716, Barton County, Kansas",568,238,65,30,19,11,11,11,0,0,24,12,0,0,12,0,0,0,11,0,11,11,0,0,0,0,47,39,8,50,0,37,13,65,59,0,6,330,71,24,10,14,7,0,7,0,40,0,0,28,12,0,0,0,112,23,0,0,0,16,0,73,137,9,128,0,0,0,0,10,10,0,0,"Block Group 1, Census Tract 9716, Barton County, Kansas",133,72,43,35,30,18,17,17,109,109,27,20,109,109,19,109,109,109,17,109,17,17,109,109,109,109,42,41,13,41,109,35,20,47,47,109,9,86,46,26,15,21,14,109,14,109,37,109,109,32,19,109,109,109,57,26,109,109,109,24,109,57,63,14,63,109,109,109,109,15,15,109,109
"G20000909716002","2006-2010",,,"Kansas","20","Barton County","009",,,"971600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9716, Barton County, Kansas",328,192,98,62,62,0,24,0,11,13,12,12,0,0,0,0,0,0,19,0,4,4,0,0,15,0,21,10,11,18,0,18,0,36,0,36,0,136,72,13,13,0,0,0,0,0,31,0,0,22,9,28,28,0,9,0,0,0,0,0,9,0,43,0,43,0,0,0,0,12,12,0,0,"Block Group 2, Census Tract 9716, Barton County, Kansas",101,75,64,60,60,109,29,109,18,22,19,19,109,109,109,109,109,109,18,109,6,6,109,109,18,109,24,15,19,32,109,32,109,23,109,23,109,62,47,21,21,109,109,109,109,109,29,109,109,25,15,32,32,109,17,109,109,109,109,109,17,109,32,109,32,109,109,109,109,19,19,109,109
"G20000909716003","2006-2010",,,"Kansas","20","Barton County","009",,,"971600","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9716, Barton County, Kansas",387,207,88,66,35,31,0,0,0,0,12,0,12,0,0,10,10,0,45,0,21,11,10,24,0,0,37,24,13,23,0,12,11,14,14,0,0,180,42,10,10,0,0,0,0,0,12,0,0,12,0,20,11,9,23,13,0,0,0,0,0,10,83,21,62,12,0,0,12,20,20,0,0,"Block Group 3, Census Tract 9716, Barton County, Kansas",122,70,46,42,34,26,109,109,109,109,19,109,19,109,109,16,16,109,43,109,24,19,16,27,109,109,33,25,20,25,109,19,18,22,22,109,109,69,30,16,16,109,109,109,109,109,19,109,109,19,109,23,18,15,27,22,109,109,109,109,109,18,41,25,39,19,109,109,19,31,31,109,109
